dataset	ensembl_transcript_id	chromosome_name	exon_chrom_start	exon_chrom_end	external_gene_name	strand	rank	mmusculus_homolog_associated_gene_name	description	version
cpbellii_gene_ensembl	ENSCPBT00000046520	KK088207.1	2471712	2471962	HOXB13	1	2	Hoxb13	Painted turtle genes (Chrysemys_picta_bellii-3.0.3)	Chrysemys_picta_bellii-3.0.3
cpbellii_gene_ensembl	ENSCPBT00000046522	KK088207.1	2538037	2538544	HOXB9	1	1	Hoxb9	Painted turtle genes (Chrysemys_picta_bellii-3.0.3)	Chrysemys_picta_bellii-3.0.3
cpbellii_gene_ensembl	ENSCPBT00000046522	KK088207.1	2541594	2541829	HOXB9	1	2	Hoxb9	Painted turtle genes (Chrysemys_picta_bellii-3.0.3)	Chrysemys_picta_bellii-3.0.3
cporcellus_gene_ensembl	ENSCPOT00000025287	DS562908.1	8720136	8720796	HOXB1	1	1	Hoxb1	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporcellus_gene_ensembl	ENSCPOT00000025287	DS562908.1	8721167	8721496	HOXB1	1	2	Hoxb1	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporcellus_gene_ensembl	ENSCPOT00000013643	DS562908.1	8561947	8562553	HOXB13	1	1	Hoxb13	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporcellus_gene_ensembl	ENSCPOT00000013643	DS562908.1	8563371	8563624	HOXB13	1	2	Hoxb13	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporcellus_gene_ensembl	ENSCPOT00000044967	DS562908.1	8629699	8630348	HOXB9	1	1	Hoxb9	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporcellus_gene_ensembl	ENSCPOT00000044967	DS562908.1	8632871	8634461	HOXB9	1	2	Hoxb9	Guinea Pig genes (Cavpor3.0)	Cavpor3.0
cporosus_gene_ensembl	ENSCPRT00005011906	MDVP01000061.1	919255	919879	HOXB1	-1	1	Hoxb1	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
cporosus_gene_ensembl	ENSCPRT00005011906	MDVP01000061.1	918385	918710	HOXB1	-1	2	Hoxb1	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
cporosus_gene_ensembl	ENSCPRT00005011977	MDVP01000061.1	1099213	1099849	HOXB13	-1	1	Hoxb13	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
cporosus_gene_ensembl	ENSCPRT00005011977	MDVP01000061.1	1097792	1098045	HOXB13	-1	2	Hoxb13	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
cporosus_gene_ensembl	ENSCPRT00005011952	MDVP01000061.1	1018855	1019362	HOXB9	-1	1	Hoxb9	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
cporosus_gene_ensembl	ENSCPRT00005011952	MDVP01000061.1	1015456	1015691	HOXB9	-1	2	Hoxb9	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1
csabaeus_gene_ensembl	ENSCSAT00000000556	16	68942526	68943111	HOXB1	-1	1	Hoxb1	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csabaeus_gene_ensembl	ENSCSAT00000000556	16	68941746	68942074	HOXB1	-1	2	Hoxb1	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csabaeus_gene_ensembl	ENSCSAT00000000532	16	69138782	69139382	HOXB13	-1	1	Hoxb13	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csabaeus_gene_ensembl	ENSCSAT00000000532	16	69137585	69137838	HOXB13	-1	2	Hoxb13	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csabaeus_gene_ensembl	ENSCSAT00000000536	16	69038553	69039069	HOXB9	-1	1	Hoxb9	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csabaeus_gene_ensembl	ENSCSAT00000000536	16	69035701	69035936	HOXB9	-1	2	Hoxb9	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1
csavignyi_gene_ensembl	ENSCSAVT00000019299	reftig_64	327835	327886	NA	1	1	Hoxb1	C.savignyi genes (CSAV 2.0)	CSAV 2.0
csavignyi_gene_ensembl	ENSCSAVT00000019299	reftig_64	329361	330005	NA	1	2	Hoxb1	C.savignyi genes (CSAV 2.0)	CSAV 2.0
csavignyi_gene_ensembl	ENSCSAVT00000019299	reftig_64	334390	334565	NA	1	3	Hoxb1	C.savignyi genes (CSAV 2.0)	CSAV 2.0
csavignyi_gene_ensembl	ENSCSAVT00000019299	reftig_64	336391	336867	NA	1	4	Hoxb1	C.savignyi genes (CSAV 2.0)	CSAV 2.0
csemilaevis_gene_ensembl	ENSCSET00000020225	17	14479777	14480044	hoxb13a	1	1	Hoxb13	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020225	17	14480722	14481152	hoxb13a	1	2	Hoxb13	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020225	17	14481559	14481594	hoxb13a	1	3	Hoxb13	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020225	17	14483083	14483313	hoxb13a	1	4	Hoxb13	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020122	17	14220097	14220191	hoxb1a	-1	1	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020122	17	14219884	14219982	hoxb1a	-1	2	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020122	17	14219523	14219787	hoxb1a	-1	3	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020122	17	14219376	14219466	hoxb1a	-1	4	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020122	17	14217991	14218301	hoxb1a	-1	5	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020133	17	14219520	14220182	hoxb1a	-1	1	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020133	17	14219376	14219466	hoxb1a	-1	2	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020133	17	14217991	14218301	hoxb1a	-1	3	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000023309	8	7210272	7210839	hoxb1b	1	1	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000023309	8	7211110	7211423	hoxb1b	1	2	Hoxb1	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020193	17	14435115	14435220	hoxb9a	-1	1	Hoxb9	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020193	17	14434392	14434684	hoxb9a	-1	2	Hoxb9	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020193	17	14434196	14434349	hoxb9a	-1	3	Hoxb9	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csemilaevis_gene_ensembl	ENSCSET00000020193	17	14425067	14425302	hoxb9a	-1	4	Hoxb9	Tongue sole genes (Cse_v1.0)	Cse_v1.0
csyrichta_gene_ensembl	ENSTSYT00000004628	KE938922.1	203046	203689	HOXB1	-1	1	Hoxb1	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
csyrichta_gene_ensembl	ENSTSYT00000004628	KE938922.1	202135	202588	HOXB1	-1	2	Hoxb1	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
csyrichta_gene_ensembl	ENSTSYT00000033027	KE941375.1	102634	103579	HOXB13	-1	1	Hoxb13	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
csyrichta_gene_ensembl	ENSTSYT00000033027	KE941375.1	100987	101622	HOXB13	-1	2	Hoxb13	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
csyrichta_gene_ensembl	ENSTSYT00000048508	KE941375.1	10804	11444	HOXB9	-1	1	Hoxb9	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
csyrichta_gene_ensembl	ENSTSYT00000048508	KE941375.1	7915	8528	HOXB9	-1	2	Hoxb9	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1
cvariegatus_gene_ensembl	ENSCVAT00000015428	KL652915.1	264670	265642	hoxb13a	1	1	Hoxb13	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015428	KL652915.1	266384	266951	hoxb13a	1	2	Hoxb13	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015441	KL652915.1	489160	489334	hoxb1a	1	1	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015441	KL652915.1	489368	489414	hoxb1a	1	2	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015441	KL652915.1	489496	489991	hoxb1a	1	3	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015441	KL652915.1	491000	491346	hoxb1a	1	4	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015442	KL652915.1	489166	489367	hoxb1a	1	1	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015442	KL652915.1	489446	489473	hoxb1a	1	2	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015442	KL652915.1	489540	489991	hoxb1a	1	3	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015442	KL652915.1	491000	491346	hoxb1a	1	4	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000016767	KL652947.1	670568	671420	hoxb1b	-1	1	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000016767	KL652947.1	669778	670408	hoxb1b	-1	2	Hoxb1	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015429	KL652915.1	319286	319379	HOXB9	1	1	Hoxb9	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000015429	KL652915.1	319705	319940	HOXB9	1	2	Hoxb9	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000027325	JPKM01106883.1	1275	1365	hoxb9a	1	1	Hoxb9	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000027325	JPKM01106883.1	1408	1635	hoxb9a	1	2	Hoxb9	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cvariegatus_gene_ensembl	ENSCVAT00000027325	JPKM01106883.1	1900	1943	hoxb9a	1	3	Hoxb9	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0
cwagneri_gene_ensembl	ENSCWAT00000031960	PVHT020001179.1	9919215	9919782	HOXB1	1	1	Hoxb1	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
cwagneri_gene_ensembl	ENSCWAT00000031960	PVHT020001179.1	9920279	9920607	HOXB1	1	2	Hoxb1	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
cwagneri_gene_ensembl	ENSCWAT00000031943	PVHT020001179.1	9769806	9770409	HOXB13	1	1	Hoxb13	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
cwagneri_gene_ensembl	ENSCWAT00000031943	PVHT020001179.1	9771353	9771606	HOXB13	1	2	Hoxb13	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
cwagneri_gene_ensembl	ENSCWAT00000031944	PVHT020001179.1	9825659	9826175	HOXB9	1	1	Hoxb9	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
cwagneri_gene_ensembl	ENSCWAT00000031944	PVHT020001179.1	9828798	9829233	HOXB9	1	2	Hoxb9	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD
dclupeoides_gene_ensembl	ENSDCDT00000045108	7	9396481	9397689	hoxb13a	-1	1	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045108	7	9394977	9395591	hoxb13a	-1	2	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045109	7	9420077	9420743	hoxb13a	-1	1	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045109	7	9419656	9419899	hoxb13a	-1	2	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045109	7	9395344	9395362	hoxb13a	-1	3	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045111	7	9420077	9420743	hoxb13a	-1	1	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045111	7	9419876	9419899	hoxb13a	-1	2	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045111	7	9419659	9419803	hoxb13a	-1	3	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045111	7	9395344	9395362	hoxb13a	-1	4	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045425	7	9525131	9525797	hoxb13a	-1	1	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045425	7	9524710	9524957	hoxb13a	-1	2	Hoxb13	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045039	7	9310451	9311065	hoxb1a	-1	1	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045039	7	9309685	9309975	hoxb1a	-1	2	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071207	9	15496127	15496465	hoxb1b	1	1	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071207	9	15496505	15496568	hoxb1b	1	2	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071207	9	15496671	15496898	hoxb1b	1	3	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071207	9	15497262	15497332	hoxb1b	1	4	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071210	9	15496165	15496568	hoxb1b	1	1	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000071210	9	15496647	15497415	hoxb1b	1	2	Hoxb1	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045104	7	9390372	9391732	hoxb9a	-1	1	Hoxb9	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dclupeoides_gene_ensembl	ENSDCDT00000045104	7	9386397	9387932	hoxb9a	-1	2	Hoxb9	Denticle herring genes (fDenClu1.1)	fDenClu1.1
dlabrax_gene_ensembl	ENSDLAT00005086999	CAJNNU010000022.1	24367599	24368313	hoxb13a	1	1	Hoxb13	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005086999	CAJNNU010000022.1	24369327	24369781	hoxb13a	1	2	Hoxb13	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005061813	CAJNNU010000022.1	24592917	24593775	hoxb1a	1	1	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005061813	CAJNNU010000022.1	24595538	24597138	hoxb1a	1	2	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005077663	CAJNNU010000012.1	20518073	20518918	HOXB1B	-1	1	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005077663	CAJNNU010000012.1	20513639	20513993	HOXB1B	-1	2	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005077663	CAJNNU010000012.1	20509977	20512619	HOXB1B	-1	3	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dlabrax_gene_ensembl	ENSDLAT00005077663	CAJNNU010000012.1	20508983	20509676	HOXB1B	-1	4	Hoxb1	European seabass genes (dlabrax2021)	dlabrax2021
dleucas_gene_ensembl	ENSDLET00000007158	ML702036.1	5894315	5894882	HOXB1	-1	1	Hoxb1	Beluga whale genes (ASM228892v3)	ASM228892v3
dleucas_gene_ensembl	ENSDLET00000007158	ML702036.1	5893550	5893878	HOXB1	-1	2	Hoxb1	Beluga whale genes (ASM228892v3)	ASM228892v3
dleucas_gene_ensembl	ENSDLET00000007208	ML702036.1	6068491	6069094	HOXB13	-1	1	Hoxb13	Beluga whale genes (ASM228892v3)	ASM228892v3
dleucas_gene_ensembl	ENSDLET00000007208	ML702036.1	6067287	6067540	HOXB13	-1	2	Hoxb13	Beluga whale genes (ASM228892v3)	ASM228892v3
dleucas_gene_ensembl	ENSDLET00000007198	ML702036.1	5991691	5992207	HOXB9	-1	1	Hoxb9	Beluga whale genes (ASM228892v3)	ASM228892v3
dleucas_gene_ensembl	ENSDLET00000007198	ML702036.1	5988801	5989036	HOXB9	-1	2	Hoxb9	Beluga whale genes (ASM228892v3)	ASM228892v3
dmelanogaster_gene_ensembl	NA	NA	NA	NA	NA	NA	NA	NA	Drosophila melanogaster (Fruit fly) genes (BDGP6.46)	BDGP6.46
dnovemcinctus_gene_ensembl	ENSDNOT00000006823	JH562571.1	144013	144580	HOXB1	-1	1	Hoxb1	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000006823	JH562571.1	143231	143559	HOXB1	-1	2	Hoxb1	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000015174	JH566304.1	105866	105879	HOXB13	-1	1	Hoxb13	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000015174	JH566304.1	103733	103823	HOXB13	-1	2	Hoxb13	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000015174	JH566304.1	101584	102379	HOXB13	-1	3	Hoxb13	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000015174	JH566304.1	100466	100719	HOXB13	-1	4	Hoxb13	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000025252	JH566304.1	16404	16926	HOXB9	-1	1	Hoxb9	Armadillo genes (Dasnov3.0)	Dasnov3.0
dnovemcinctus_gene_ensembl	ENSDNOT00000025252	JH566304.1	13496	13731	HOXB9	-1	2	Hoxb9	Armadillo genes (Dasnov3.0)	Dasnov3.0
dordii_gene_ensembl	ENSDORT00000007895	KN672353.1	18795156	18795735	Hoxb1	1	1	Hoxb1	Kangaroo rat genes (Dord_2.0)	Dord_2.0
dordii_gene_ensembl	ENSDORT00000007895	KN672353.1	18796165	18796493	Hoxb1	1	2	Hoxb1	Kangaroo rat genes (Dord_2.0)	Dord_2.0
dordii_gene_ensembl	ENSDORT00000008369	KN672353.1	18635000	18635695	Hoxb13	1	1	Hoxb13	Kangaroo rat genes (Dord_2.0)	Dord_2.0
dordii_gene_ensembl	ENSDORT00000008369	KN672353.1	18636621	18637036	Hoxb13	1	2	Hoxb13	Kangaroo rat genes (Dord_2.0)	Dord_2.0
dordii_gene_ensembl	ENSDORT00000036442	KN672353.1	18698130	18698875	Hoxb9	1	1	Hoxb9	Kangaroo rat genes (Dord_2.0)	Dord_2.0
dordii_gene_ensembl	ENSDORT00000036442	KN672353.1	18701557	18702768	Hoxb9	1	2	Hoxb9	Kangaroo rat genes (Dord_2.0)	Dord_2.0
drerio_gene_ensembl	ENSDART00000078428	3	23654233	23654990	hoxb13a	1	1	Hoxb13	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000078428	3	23655423	23655834	hoxb13a	1	2	Hoxb13	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000110682	3	23768898	23769570	hoxb1a	1	1	Hoxb1	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000110682	3	23770309	23771142	hoxb1a	1	2	Hoxb1	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000136415	12	27141140	27142102	hoxb1b	1	1	Hoxb1	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000136415	12	27142192	27142834	hoxb1b	1	2	Hoxb1	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000023674	3	23677351	23678014	hoxb9a	1	1	Hoxb9	Zebrafish genes (GRCz11)	GRCz11
drerio_gene_ensembl	ENSDART00000023674	3	23680524	23682436	hoxb9a	1	2	Hoxb9	Zebrafish genes (GRCz11)	GRCz11
easinus_gene_ensembl	ENSEAST00005000775	13	40157242	40157827	HOXB1	1	1	Hoxb1	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005000775	13	40158275	40158603	HOXB1	1	2	Hoxb1	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005076658	13	39998026	39998255	HOXB13	1	1	Hoxb13	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005076658	13	39998323	39998326	HOXB13	1	2	Hoxb13	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005076658	13	39998335	39998704	HOXB13	1	3	Hoxb13	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005076658	13	39999671	40000358	HOXB13	1	4	Hoxb13	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005000686	13	40064954	40065669	HOXB9	1	1	Hoxb9	Donkey genes (ASM1607732v2)	ASM1607732v2
easinus_gene_ensembl	ENSEAST00005000686	13	40068337	40069573	HOXB9	1	2	Hoxb9	Donkey genes (ASM1607732v2)	ASM1607732v2
eburgeri_gene_ensembl	ENSEBUT00000027371	FYBX02009525.1	1856197	1857225	Hox13IV	-1	1	Hoxb13	Hagfish genes (Eburgeri_3.2)	Eburgeri_3.2
eburgeri_gene_ensembl	ENSEBUT00000027371	FYBX02009525.1	1851024	1855638	Hox13IV	-1	2	Hoxb13	Hagfish genes (Eburgeri_3.2)	Eburgeri_3.2
eburgeri_gene_ensembl	ENSEBUT00000016904	FYBX02009525.1	1148965	1149803	Hox1V	-1	1	Hoxb1	Hagfish genes (Eburgeri_3.2)	Eburgeri_3.2
eburgeri_gene_ensembl	ENSEBUT00000016904	FYBX02009525.1	1143613	1144744	Hox1V	-1	2	Hoxb1	Hagfish genes (Eburgeri_3.2)	Eburgeri_3.2
ecaballus_gene_ensembl	ENSECAT00000011977	11	24656881	24657457	HOXB1	-1	1	Hoxb1	Horse genes (EquCab3.0)	EquCab3.0
ecaballus_gene_ensembl	ENSECAT00000011977	11	24656105	24656433	HOXB1	-1	2	Hoxb1	Horse genes (EquCab3.0)	EquCab3.0
ecaballus_gene_ensembl	ENSECAT00000014223	11	24816103	24816809	HOXB13	-1	1	Hoxb13	Horse genes (EquCab3.0)	EquCab3.0
ecaballus_gene_ensembl	ENSECAT00000014223	11	24814487	24815148	HOXB13	-1	2	Hoxb13	Horse genes (EquCab3.0)	EquCab3.0
ecaballus_gene_ensembl	ENSECAT00000051172	11	24748809	24749446	HOXB9	-1	1	Hoxb9	Horse genes (EquCab3.0)	EquCab3.0
ecaballus_gene_ensembl	ENSECAT00000051172	11	24744908	24746143	HOXB9	-1	2	Hoxb9	Horse genes (EquCab3.0)	EquCab3.0
ecalabaricus_gene_ensembl	ENSECRT00000033692	14	57185115	57185787	hoxb13a	-1	1	Hoxb13	Reedfish genes (fErpCal1.1)	fErpCal1.1
ecalabaricus_gene_ensembl	ENSECRT00000033692	14	57184566	57184813	hoxb13a	-1	2	Hoxb13	Reedfish genes (fErpCal1.1)	fErpCal1.1
ecalabaricus_gene_ensembl	ENSECRT00000033592	14	57021682	57022309	hoxb1b	-1	1	Hoxb1	Reedfish genes (fErpCal1.1)	fErpCal1.1
ecalabaricus_gene_ensembl	ENSECRT00000033592	14	57020404	57020732	hoxb1b	-1	2	Hoxb1	Reedfish genes (fErpCal1.1)	fErpCal1.1
ecalabaricus_gene_ensembl	ENSECRT00000033677	14	57129925	57130435	hoxb9a	-1	1	Hoxb9	Reedfish genes (fErpCal1.1)	fErpCal1.1
ecalabaricus_gene_ensembl	ENSECRT00000033677	14	57128180	57128415	hoxb9a	-1	2	Hoxb9	Reedfish genes (fErpCal1.1)	fErpCal1.1
eelectricus_gene_ensembl	ENSEEET00000007729	RBHW02000027.1	1591679	1592345	hoxb13a	-1	1	Hoxb13	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE
eelectricus_gene_ensembl	ENSEEET00000007729	RBHW02000027.1	1591055	1591302	hoxb13a	-1	2	Hoxb13	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE
eelectricus_gene_ensembl	ENSEEET00000007684	RBHW02000027.1	1472013	1472640	hoxb1a	-1	1	Hoxb1	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE
eelectricus_gene_ensembl	ENSEEET00000007684	RBHW02000027.1	1470884	1471200	hoxb1a	-1	2	Hoxb1	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE
eelectricus_gene_ensembl	ENSEEET00000024187	RBHW02000095.1	771189	771777	hoxb1b	1	1	Hoxb1	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE
